farmer_id,name,region,farms,phone,joined_at
FAR-418,Farmer 418,Nairobi,3,+254710015466,2025-10-12
FAR-419,Farmer 419,Embu,4,+254710015503,2025-10-17
FAR-420,Farmer 420,Kiambu,2,+254710015540,2025-10-22
FAR-421,Farmer 421,Machakos,3,+254710015577,2025-10-27
FAR-422,Farmer 422,Nakuru,4,+254710015614,2025-11-01
FAR-423,Farmer 423,Nairobi,2,+254710015651,2025-11-06
FAR-424,Farmer 424,Embu,3,+254710015688,2025-11-11
FAR-425,Farmer 425,Kiambu,4,+254710015725,2025-11-16
FAR-426,Farmer 426,Machakos,2,+254710015762,2025-11-21
FAR-427,Farmer 427,Nakuru,3,+254710015799,2025-11-26
FAR-428,Farmer 428,Nairobi,4,+254710015836,2025-12-01
FAR-429,Farmer 429,Embu,2,+254710015873,2025-12-06
FAR-430,Farmer 430,Kiambu,3,+254710015910,2025-12-11
FAR-431,Farmer 431,Machakos,4,+254710015947,2025-12-16
FAR-432,Farmer 432,Nakuru,2,+254710015984,2024-01-01
FAR-433,Farmer 433,Nairobi,3,+254710016021,2024-01-06
FAR-434,Farmer 434,Embu,4,+254710016058,2024-01-11
FAR-435,Farmer 435,Kiambu,2,+254710016095,2024-01-16
FAR-436,Farmer 436,Machakos,3,+254710016132,2024-01-21
FAR-437,Farmer 437,Nakuru,4,+254710016169,2024-01-26
FAR-438,Farmer 438,Nairobi,2,+254710016206,2024-01-31
FAR-439,Farmer 439,Embu,3,+254710016243,2024-02-05
FAR-440,Farmer 440,Kiambu,4,+254710016280,2024-02-10
FAR-441,Farmer 441,Machakos,2,+254710016317,2024-02-15
FAR-442,Farmer 442,Nakuru,3,+254710016354,2024-02-20
FAR-443,Farmer 443,Nairobi,4,+254710016391,2024-02-25
FAR-444,Farmer 444,Embu,2,+254710016428,2024-03-01
FAR-445,Farmer 445,Kiambu,3,+254710016465,2024-03-06
FAR-446,Farmer 446,Machakos,4,+254710016502,2024-03-11
FAR-447,Farmer 447,Nakuru,2,+254710016539,2024-03-16
FAR-448,Farmer 448,Nairobi,3,+254710016576,2024-03-21
FAR-449,Farmer 449,Embu,4,+254710016613,2024-03-26
FAR-450,Farmer 450,Kiambu,2,+254710016650,2024-03-31
FAR-451,Farmer 451,Machakos,3,+254710016687,2024-04-05
FAR-452,Farmer 452,Nakuru,4,+254710016724,2024-04-10
FAR-453,Farmer 453,Nairobi,2,+254710016761,2024-04-15
FAR-454,Farmer 454,Embu,3,+254710016798,2024-04-20
FAR-455,Farmer 455,Kiambu,4,+254710016835,2024-04-25
FAR-456,Farmer 456,Machakos,2,+254710016872,2024-04-30
FAR-457,Farmer 457,Nakuru,3,+254710016909,2024-05-05
FAR-458,Farmer 458,Nairobi,4,+254710016946,2024-05-10
FAR-459,Farmer 459,Embu,2,+254710016983,2024-05-15
FAR-460,Farmer 460,Kiambu,3,+254710017020,2024-05-20
FAR-461,Farmer 461,Machakos,4,+254710017057,2024-05-25
FAR-462,Farmer 462,Nakuru,2,+254710017094,2024-05-30
FAR-463,Farmer 463,Nairobi,3,+254710017131,2024-06-04
FAR-464,Farmer 464,Embu,4,+254710017168,2024-06-09
FAR-465,Farmer 465,Kiambu,2,+254710017205,2024-06-14
FAR-466,Farmer 466,Machakos,3,+254710017242,2024-06-19
FAR-467,Farmer 467,Nakuru,4,+254710017279,2024-06-24
FAR-468,Farmer 468,Nairobi,2,+254710017316,2024-06-29
FAR-469,Farmer 469,Embu,3,+254710017353,2024-07-04
FAR-470,Farmer 470,Kiambu,4,+254710017390,2024-07-09
FAR-471,Farmer 471,Machakos,2,+254710017427,2024-07-14
FAR-472,Farmer 472,Nakuru,3,+254710017464,2024-07-19
FAR-473,Farmer 473,Nairobi,4,+254710017501,2024-07-24
FAR-474,Farmer 474,Embu,2,+254710017538,2024-07-29
FAR-475,Farmer 475,Kiambu,3,+254710017575,2024-08-03
FAR-476,Farmer 476,Machakos,4,+254710017612,2024-08-08
FAR-477,Farmer 477,Nakuru,2,+254710017649,2024-08-13
FAR-478,Farmer 478,Nairobi,3,+254710017686,2024-08-18
FAR-479,Farmer 479,Embu,4,+254710017723,2024-08-23
FAR-480,Farmer 480,Kiambu,2,+254710017760,2024-08-28
FAR-481,Farmer 481,Machakos,3,+254710017797,2024-09-02
FAR-482,Farmer 482,Nakuru,4,+254710017834,2024-09-07
FAR-483,Farmer 483,Nairobi,2,+254710017871,2024-09-12
FAR-484,Farmer 484,Embu,3,+254710017908,2024-09-17
FAR-485,Farmer 485,Kiambu,4,+254710017945,2024-09-22
FAR-486,Farmer 486,Machakos,2,+254710017982,2024-09-27
FAR-487,Farmer 487,Nakuru,3,+254710018019,2024-10-02
FAR-488,Farmer 488,Nairobi,4,+254710018056,2024-10-07
FAR-489,Farmer 489,Embu,2,+254710018093,2024-10-12
FAR-490,Farmer 490,Kiambu,3,+254710018130,2024-10-17
FAR-491,Farmer 491,Machakos,4,+254710018167,2024-10-22
FAR-492,Farmer 492,Nakuru,2,+254710018204,2024-10-27
FAR-493,Farmer 493,Nairobi,3,+254710018241,2024-11-01
FAR-494,Farmer 494,Embu,4,+254710018278,2024-11-06
FAR-495,Farmer 495,Kiambu,2,+254710018315,2024-11-11
FAR-496,Farmer 496,Machakos,3,+254710018352,2024-11-16
FAR-497,Farmer 497,Nakuru,4,+254710018389,2024-11-21
FAR-498,Farmer 498,Nairobi,2,+254710018426,2024-11-26
FAR-499,Farmer 499,Embu,3,+254710018463,2024-12-01
FAR-500,Farmer 500,Kiambu,4,+254710018500,2024-12-06
